Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział;per_capita;percapita_super_label
15/02;753;;Obowiązkowe ubezpieczenia społeczne;62648;15/02-753;15/02;62.6 MLN;Obowiązkowe ubezpieczenia społeczne 62.6 MLN;SĄD APELACYJNY W WARSZAWIE;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/02;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;62648;15/02-753-75312;15/02-753;62.6 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 62.6 MLN;SĄD APELACYJNY W WARSZAWIE;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/02;755;;Wymiar sprawiedliwości;1259343;15/02-755;15/02;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości;33;Wymiar sprawiedliwości 33 zł
15/02;755;75502;Jednostki sądownictwa powszechnego;1249018;15/02-755-75502;15/02-755;1.2 MLD;Jednostki sądownictwa powszechnego 1.2 MLD;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości;33;Jednostki sądownictwa powszechnego 33 zł
15/02;755;75595;Pozostała działalność;10325;15/02-755-75595;15/02-755;10.3 MLN;Pozostała działalność 10.3 MLN;SĄD APELACYJNY W WARSZAWIE;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/02;851;;Ochrona zdrowia;18;15/02-851;15/02;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W WARSZAWIE;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/02;851;85195;Pozostała działalność;18;15/02-851-85195;15/02-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W WARSZAWIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/03;;;SĄD APELACYJNY W KATOWICACH;1411510;15/03;total;1.4 MLD;SĄD APELACYJNY W KATOWICACH 1.4 MLD;SĄD APELACYJNY W KATOWICACH;SĄD APELACYJNY W KATOWICACH;37;SĄD APELACYJNY W KATOWICACH 37 zł
15/03;753;;Obowiązkowe ubezpieczenia społeczne;80433;15/03-753;15/03;80.4 MLN;Obowiązkowe ubezpieczenia społeczne 80.4 MLN;SĄD APELACYJNY W KATOWICACH;Obowiązkowe ubezpieczenia społeczne;2;Obowiązkowe ubezpieczenia społeczne 2 zł
15/03;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;80433;15/03-753-75312;15/03-753;80.4 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 80.4 MLN;SĄD APELACYJNY W KATOWICACH;Obowiązkowe ubezpieczenia społeczne;2;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 2 zł
15/03;755;;Wymiar sprawiedliwości;1331014;15/03-755;15/03;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości;35;Wymiar sprawiedliwości 35 zł
15/03;755;75502;Jednostki sądownictwa powszechnego;1311657;15/03-755-75502;15/03-755;1.3 MLD;Jednostki sądownictwa powszechnego 1.3 MLD;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości;34;Jednostki sądownictwa powszechnego 34 zł
15/03;755;75595;Pozostała działalność;19357;15/03-755-75595;15/03-755;19.4 MLN;Pozostała działalność 19.4 MLN;SĄD APELACYJNY W KATOWICACH;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/03;851;;Ochrona zdrowia;63;15/03-851;15/03;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W KATOWICACH;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/03;851;85195;Pozostała działalność;63;15/03-851-85195;15/03-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W KATOWICACH;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/04;;;SĄD APELACYJNY W GDAŃSKU;1421415;15/04;total;1.4 MLD;SĄD APELACYJNY W GDAŃSKU 1.4 MLD;SĄD APELACYJNY W GDAŃSKU;SĄD APELACYJNY W GDAŃSKU;37;SĄD APELACYJNY W GDAŃSKU 37 zł
15/04;753;;Obowiązkowe ubezpieczenia społeczne;73802;15/04-753;15/04;73.8 MLN;Obowiązkowe ubezpieczenia społeczne 73.8 MLN;SĄD APELACYJNY W GDAŃSKU;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/04;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;73802;15/04-753-75312;15/04-753;73.8 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 73.8 MLN;SĄD APELACYJNY W GDAŃSKU;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/04;755;;Wymiar sprawiedliwości;1347550;15/04-755;15/04;1.3 MLD;Wymiar sprawiedliwości 1.3 MLD;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości;35;Wymiar sprawiedliwości 35 zł
15/04;755;75502;Jednostki sądownictwa powszechnego;1317513;15/04-755-75502;15/04-755;1.3 MLD;Jednostki sądownictwa powszechnego 1.3 MLD;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości;34;Jednostki sądownictwa powszechnego 34 zł
15/04;755;75595;Pozostała działalność;30037;15/04-755-75595;15/04-755;30.0 MLN;Pozostała działalność 30.0 MLN;SĄD APELACYJNY W GDAŃSKU;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/04;851;;Ochrona zdrowia;63;15/04-851;15/04;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W GDAŃSKU;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/04;851;85195;Pozostała działalność;63;15/04-851-85195;15/04-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W GDAŃSKU;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/05;;;SĄD APELACYJNY W POZNANIU;897485;15/05;total;897.5 MLN;SĄD APELACYJNY W POZNANIU 897.5 MLN;SĄD APELACYJNY W POZNANIU;SĄD APELACYJNY W POZNANIU;23;SĄD APELACYJNY W POZNANIU 23 zł
15/05;753;;Obowiązkowe ubezpieczenia społeczne;45959;15/05-753;15/05;46.0 MLN;Obowiązkowe ubezpieczenia społeczne 46.0 MLN;SĄD APELACYJNY W POZNANIU;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/05;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;45959;15/05-753-75312;15/05-753;46.0 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 46.0 MLN;SĄD APELACYJNY W POZNANIU;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/05;755;;Wymiar sprawiedliwości;851481;15/05-755;15/05;851.5 MLN;Wymiar sprawiedliwości 851.5 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości;22;Wymiar sprawiedliwości 22 zł
15/05;755;75502;Jednostki sądownictwa powszechnego;843025;15/05-755-75502;15/05-755;843.0 MLN;Jednostki sądownictwa powszechnego 843.0 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości;22;Jednostki sądownictwa powszechnego 22 zł
15/05;755;75595;Pozostała działalność;8456;15/05-755-75595;15/05-755;8.5 MLN;Pozostała działalność 8.5 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/05;851;;Ochrona zdrowia;45;15/05-851;15/05;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W POZNANIU;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/05;851;85195;Pozostała działalność;45;15/05-851-85195;15/05-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W POZNANIU;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/06;;;SĄD APELACYJNY W KRAKOWIE;1129216;15/06;total;1.1 MLD;SĄD APELACYJNY W KRAKOWIE 1.1 MLD;SĄD APELACYJNY W KRAKOWIE;SĄD APELACYJNY W KRAKOWIE;29;SĄD APELACYJNY W KRAKOWIE 29 zł
15/06;753;;Obowiązkowe ubezpieczenia społeczne;61232;15/06-753;15/06;61.2 MLN;Obowiązkowe ubezpieczenia społeczne 61.2 MLN;SĄD APELACYJNY W KRAKOWIE;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/06;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;61232;15/06-753-75312;15/06-753;61.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 61.2 MLN;SĄD APELACYJNY W KRAKOWIE;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/06;755;;Wymiar sprawiedliwości;1067908;15/06-755;15/06;1.1 MLD;Wymiar sprawiedliwości 1.1 MLD;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości;28;Wymiar sprawiedliwości 28 zł
15/06;755;75502;Jednostki sądownictwa powszechnego;1046100;15/06-755-75502;15/06-755;1.0 MLD;Jednostki sądownictwa powszechnego 1.0 MLD;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości;27;Jednostki sądownictwa powszechnego 27 zł
15/06;755;75595;Pozostała działalność;21808;15/06-755-75595;15/06-755;21.8 MLN;Pozostała działalność 21.8 MLN;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/06;851;;Ochrona zdrowia;76;15/06-851;15/06;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W KRAKOWIE;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/06;851;85195;Pozostała działalność;76;15/06-851-85195;15/06-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W KRAKOWIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/07;;;SĄD APELACYJNY WE WROCŁAWIU;1256932;15/07;total;1.3 MLD;SĄD APELACYJNY WE WROCŁAWIU 1.3 MLD;SĄD APELACYJNY WE WROCŁAWIU;SĄD APELACYJNY WE WROCŁAWIU;33;SĄD APELACYJNY WE WROCŁAWIU 33 zł
15/07;753;;Obowiązkowe ubezpieczenia społeczne;72210;15/07-753;15/07;72.2 MLN;Obowiązkowe ubezpieczenia społeczne 72.2 MLN;SĄD APELACYJNY WE WROCŁAWIU;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/07;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;72210;15/07-753-75312;15/07-753;72.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 72.2 MLN;SĄD APELACYJNY WE WROCŁAWIU;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/07;755;;Wymiar sprawiedliwości;1184637;15/07-755;15/07;1.2 MLD;Wymiar sprawiedliwości 1.2 MLD;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości;31;Wymiar sprawiedliwości 31 zł
15/07;755;75502;Jednostki sądownictwa powszechnego;1154637;15/07-755-75502;15/07-755;1.2 MLD;Jednostki sądownictwa powszechnego 1.2 MLD;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości;30;Jednostki sądownictwa powszechnego 30 zł
15/07;755;75595;Pozostała działalność;30000;15/07-755-75595;15/07-755;30.0 MLN;Pozostała działalność 30.0 MLN;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/07;851;;Ochrona zdrowia;85;15/07-851;15/07;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY WE WROCŁAWIU;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/07;851;85195;Pozostała działalność;85;15/07-851-85195;15/07-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY WE WROCŁAWIU;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/08;;;SĄD APELACYJNY W ŁODZI;1126340;15/08;total;1.1 MLD;SĄD APELACYJNY W ŁODZI 1.1 MLD;SĄD APELACYJNY W ŁODZI;SĄD APELACYJNY W ŁODZI;29;SĄD APELACYJNY W ŁODZI 29 zł
15/08;753;;Obowiązkowe ubezpieczenia społeczne;60709;15/08-753;15/08;60.7 MLN;Obowiązkowe ubezpieczenia społeczne 60.7 MLN;SĄD APELACYJNY W ŁODZI;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/08;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;60709;15/08-753-75312;15/08-753;60.7 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 60.7 MLN;SĄD APELACYJNY W ŁODZI;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/08;755;;Wymiar sprawiedliwości;1065577;15/08-755;15/08;1.1 MLD;Wymiar sprawiedliwości 1.1 MLD;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości;28;Wymiar sprawiedliwości 28 zł
15/08;755;75502;Jednostki sądownictwa powszechnego;1060184;15/08-755-75502;15/08-755;1.1 MLD;Jednostki sądownictwa powszechnego 1.1 MLD;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości;28;Jednostki sądownictwa powszechnego 28 zł
15/08;755;75595;Pozostała działalność;5393;15/08-755-75595;15/08-755;5.4 MLN;Pozostała działalność 5.4 MLN;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/08;851;;Ochrona zdrowia;54;15/08-851;15/08;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W ŁODZI;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/08;851;85195;Pozostała działalność;54;15/08-851-85195;15/08-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W ŁODZI;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/09;;;SĄD APELACYJNY W RZESZOWIE;533686;15/09;total;533.7 MLN;SĄD APELACYJNY W RZESZOWIE 533.7 MLN;SĄD APELACYJNY W RZESZOWIE;SĄD APELACYJNY W RZESZOWIE;14;SĄD APELACYJNY W RZESZOWIE 14 zł
15/09;753;;Obowiązkowe ubezpieczenia społeczne;28000;15/09-753;15/09;28.0 MLN;Obowiązkowe ubezpieczenia społeczne 28.0 MLN;SĄD APELACYJNY W RZESZOWIE;Obowiązkowe ubezpieczenia społeczne;0;Obowiązkowe ubezpieczenia społeczne 0 zł
15/09;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;28000;15/09-753-75312;15/09-753;28.0 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 28.0 MLN;SĄD APELACYJNY W RZESZOWIE;Obowiązkowe ubezpieczenia społeczne;0;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 0 zł
15/09;755;;Wymiar sprawiedliwości;505645;15/09-755;15/09;505.6 MLN;Wymiar sprawiedliwości 505.6 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości;13;Wymiar sprawiedliwości 13 zł
15/09;755;75502;Jednostki sądownictwa powszechnego;496722;15/09-755-75502;15/09-755;496.7 MLN;Jednostki sądownictwa powszechnego 496.7 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości;13;Jednostki sądownictwa powszechnego 13 zł
15/09;755;75595;Pozostała działalność;8923;15/09-755-75595;15/09-755;8.9 MLN;Pozostała działalność 8.9 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/09;851;;Ochrona zdrowia;41;15/09-851;15/09;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W RZESZOWIE;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/09;851;85195;Pozostała działalność;41;15/09-851-85195;15/09-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W RZESZOWIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/10;;;SĄD APELACYJNY W BIAŁYMSTOKU;690064;15/10;total;690.1 MLN;SĄD APELACYJNY W BIAŁYMSTOKU 690.1 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;SĄD APELACYJNY W BIAŁYMSTOKU;18;SĄD APELACYJNY W BIAŁYMSTOKU 18 zł
15/10;753;;Obowiązkowe ubezpieczenia społeczne;34562;15/10-753;15/10;34.6 MLN;Obowiązkowe ubezpieczenia społeczne 34.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Obowiązkowe ubezpieczenia społeczne;0;Obowiązkowe ubezpieczenia społeczne 0 zł
15/10;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;34562;15/10-753-75312;15/10-753;34.6 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 34.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Obowiązkowe ubezpieczenia społeczne;0;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 0 zł
15/10;755;;Wymiar sprawiedliwości;655461;15/10-755;15/10;655.5 MLN;Wymiar sprawiedliwości 655.5 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości;17;Wymiar sprawiedliwości 17 zł
15/10;755;75502;Jednostki sądownictwa powszechnego;642877;15/10-755-75502;15/10-755;642.9 MLN;Jednostki sądownictwa powszechnego 642.9 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości;17;Jednostki sądownictwa powszechnego 17 zł
15/10;755;75595;Pozostała działalność;12584;15/10-755-75595;15/10-755;12.6 MLN;Pozostała działalność 12.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/10;851;;Ochrona zdrowia;41;15/10-851;15/10;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/10;851;85195;Pozostała działalność;41;15/10-851-85195;15/10-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/11;;;SĄD APELACYJNY W LUBLINIE;906634;15/11;total;906.6 MLN;SĄD APELACYJNY W LUBLINIE 906.6 MLN;SĄD APELACYJNY W LUBLINIE;SĄD APELACYJNY W LUBLINIE;24;SĄD APELACYJNY W LUBLINIE 24 zł
15/11;753;;Obowiązkowe ubezpieczenia społeczne;46293;15/11-753;15/11;46.3 MLN;Obowiązkowe ubezpieczenia społeczne 46.3 MLN;SĄD APELACYJNY W LUBLINIE;Obowiązkowe ubezpieczenia społeczne;1;Obowiązkowe ubezpieczenia społeczne 1 zł
15/11;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;46293;15/11-753-75312;15/11-753;46.3 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 46.3 MLN;SĄD APELACYJNY W LUBLINIE;Obowiązkowe ubezpieczenia społeczne;1;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 1 zł
15/11;755;;Wymiar sprawiedliwości;860251;15/11-755;15/11;860.3 MLN;Wymiar sprawiedliwości 860.3 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości;22;Wymiar sprawiedliwości 22 zł
15/11;755;75502;Jednostki sądownictwa powszechnego;851088;15/11-755-75502;15/11-755;851.1 MLN;Jednostki sądownictwa powszechnego 851.1 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości;22;Jednostki sądownictwa powszechnego 22 zł
15/11;755;75595;Pozostała działalność;9163;15/11-755-75595;15/11-755;9.2 MLN;Pozostała działalność 9.2 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/11;851;;Ochrona zdrowia;90;15/11-851;15/11;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W LUBLINIE;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/11;851;85195;Pozostała działalność;90;15/11-851-85195;15/11-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W LUBLINIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
15/12;;;SĄD APELACYJNY W SZCZECINIE;635773;15/12;total;635.8 MLN;SĄD APELACYJNY W SZCZECINIE 635.8 MLN;SĄD APELACYJNY W SZCZECINIE;SĄD APELACYJNY W SZCZECINIE;16;SĄD APELACYJNY W SZCZECINIE 16 zł
15/12;753;;Obowiązkowe ubezpieczenia społeczne;34484;15/12-753;15/12;34.5 MLN;Obowiązkowe ubezpieczenia społeczne 34.5 MLN;SĄD APELACYJNY W SZCZECINIE;Obowiązkowe ubezpieczenia społeczne;0;Obowiązkowe ubezpieczenia społeczne 0 zł
15/12;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;34484;15/12-753-75312;15/12-753;34.5 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 34.5 MLN;SĄD APELACYJNY W SZCZECINIE;Obowiązkowe ubezpieczenia społeczne;0;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 0 zł
15/12;755;;Wymiar sprawiedliwości;601271;15/12-755;15/12;601.3 MLN;Wymiar sprawiedliwości 601.3 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości;15;Wymiar sprawiedliwości 15 zł
15/12;755;75502;Jednostki sądownictwa powszechnego;594271;15/12-755-75502;15/12-755;594.3 MLN;Jednostki sądownictwa powszechnego 594.3 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości;15;Jednostki sądownictwa powszechnego 15 zł
15/12;755;75595;Pozostała działalność;7000;15/12-755-75595;15/12-755;7.0 MLN;Pozostała działalność 7.0 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości;0;Pozostała działalność 0 zł
15/12;851;;Ochrona zdrowia;18;15/12-851;15/12;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W SZCZECINIE;Ochrona zdrowia;0;Ochrona zdrowia 0 zł
15/12;851;85195;Pozostała działalność;18;15/12-851-85195;15/12-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W SZCZECINIE;Ochrona zdrowia;0;Pozostała działalność 0 zł
52;;;KRAJOWA RADA SĄDOWNICTWA;22096;52;total;22.1 MLN;KRAJOWA RADA SĄDOWNICTWA 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;KRAJOWA RADA SĄDOWNICTWA;0;KRAJOWA RADA SĄDOWNICTWA 0 zł
52;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;22096;52-751;52;22.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;0;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 0 zł
52;751;75104;Krajowa Rada Sądownictwa;22096;52-751-75104;52-751;22.1 MLN;Krajowa Rada Sądownictwa 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;0;Krajowa Rada Sądownictwa 0 zł
16;;;KANCELARIA PREZESA RADY MINISTRÓW;1541772;16;total;1.5 MLD;KANCELARIA PREZESA RADY MINISTRÓW 1.5 MLD;KANCELARIA PREZESA RADY MINISTRÓW;KANCELARIA PREZESA RADY MINISTRÓW;40;KANCELARIA PREZESA RADY MINISTRÓW 40 zł
16;500;;Handel;817845;16-500;16;817.8 MLN;Handel 817.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Handel;21;Handel 21 zł
16;500;50003;Działalność Rządowej Agencji Rezerw Strategicznych;817845;16-500-50003;16-500;817.8 MLN;Działalność Rządowej Agencji Rezerw Strategicznych 817.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Handel;21;Działalność Rządowej Agencji Rezerw Strategicznych 21 zł
16;710;;Działalność usługowa;8700;16-710;16;8.7 MLN;Działalność usługowa 8.7 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Działalność usługowa;0;Działalność usługowa 0 zł
16;710;71031;Centrum Badania Opinii Społecznej;8700;16-710-71031;16-710;8.7 MLN;Centrum Badania Opinii Społecznej 8.7 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Działalność usługowa;0;Centrum Badania Opinii Społecznej 0 zł
16;750;;Administracja publiczna;715125;16-750;16;715.1 MLN;Administracja publiczna 715.1 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna;18;Administracja publiczna 18 zł
